,stars,body,date
1370,5.0,Good as expected... and the Amazon always care for it's customers. thank you Amazon,28 September 2017
1371,1.0,Two times ordered this and both time I received the damage piece.,13 November 2020
1372,5.0,"Yes I like this product , colour was really Nice and sound quality is good",19 April 2021
1373,3.0,action is too high.,13 February 2021
1374,1.0,One string broken reccived in guitar,18 November 2019
1375,1.0,I got this in broken state,27 September 2019
1376,5.0,Best deal with best price.,20 October 2019
1377,4.0,You can't play all the tunes,6 January 2019
1378,4.0,Backside is a dent..like a tap of finger..But almost eberything is fyn..Happy with the product,31 July 2020
1379,4.0,Good,23 March 2021
1380,4.0,Nice,20 May 2022
1381,1.0,Steing broke now unable to play the guitar,10 June 2021
1382,4.0,Entry level basic acoustic guitar of good quality. Real value for money. Very good for beginners.,17 August 2020
1383,5.0,"Light weight, smooth sound quality",4 October 2019
1384,4.0,Good under this price range (1700),18 February 2022
1385,5.0,Excellent product for the ones who are beginners!!,22 February 2019
1386,5.0,I am also new to learn guitar so I will suggest to purches this guitar for beginners its very easy to learn,9 February 2021
1387,4.0,Bag quality is not Good and unturned automatically,16 July 2021
1388,5.0,Its a nice one for beginners.,1 July 2017
1389,4.0,"With this money, it's nice",20 November 2020
1390,5.0,Best guitar for beginners. Sound quality is very good. Value for money. Easy to learn... Very much satisfied with the product 🤗🤗🤗🤗🤗,13 October 2020
1391,5.0,"LOOK -10/10 , SOUND QUALITY 10/10  BEST GUITAR FOR BEGINNERS AND PROFESSIONALS . THE BEST GUITAR EVER!!!!!",23 January 2020
1392,5.0,Good for its price,7 September 2019
1393,5.0,Nice quality guitar after tuningIt sounds good,10 November 2020
1394,5.0,Perfect guitar everything good and worth for cost,17 December 2018
1395,5.0,Very nice  pic but not good at all 🤐🤐🤒🤒🤒😠😠,20 October 2019
1396,5.0,Very nice product for beginners thank you Amazon.,15 August 2021
1397,4.0,Product is very attractive sound quality is ok. But delivery time was very long. Literally frustrated with delivery time.,14 November 2019
1398,4.0,for beginner,4 August 2018
1399,4.0,Nice guitar still working,2 May 2021
1400,1.0,Received damaged /broken item. After then apply for Claim to refund,19 May 2018
1401,1.0,very bad product . i receive a damaged guiter whos string is broken i want my money back bt they shd replace not return so plzzz dnt bought this guitar,23 October 2017
1402,1.0,"It's string have more gap, Fred board is bended minorly",12 July 2020
1403,4.0,My son is happy with the guitar. So am I. Thanks,16 January 2019
1404,4.0,Less price good quality. Sounds good! Excellent for Learners like me!,23 March 2019
1405,1.0,0 rating.. Strings are also not working because the product is broken... I need my money back 😡,20 June 2021
1406,1.0,TOTALLY WORST QUALITY. STRINGS ARE BAD QUALITY. DISTANCE BETWEEN STRING AND NECK IS TOO MUCH. NECK OF GUITAR IS BROKEN. VERY BAD PIECE. NEVER BY THIS GUITAR.. I repeat. NEVER!!,16 October 2019
1407,1.0,This product was damaged when I was opened.so now i returned .,24 March 2020
1408,1.0,it will be a waste of money,11 September 2017
1409,3.0,Good for the beginner like us...,9 November 2019
1410,3.0,I just bought this  3 days ago and loving it so far since it's my first guitar. It's not that good but it's not bad either. The E high string broke after 3 days. They gave me some extra strings so it's fine ig.,18 September 2018
1411,5.0,It was amazing for me.Just in 1700 awesome product.Thank you so much.,5 October 2019
1412,5.0,Very much satisfied with packing sound and it's glossy finishDon't listen to any one just order it.,1 October 2020
1413,3.0,Damaged and rusted strings.,24 June 2019
1414,5.0,It is an extrodinary product for beginners......I really amazed..it looks good to me and I suggest this product for beginners...,14 August 2020
1415,5.0,Worth buying this guitar....amazing packing...delivered at d time promised. Quality is awesome..i would definitely recommend this,8 August 2017
1416,1.0,Given piece is defective and damaged in condition,20 November 2020
1417,2.0,"With the guitar, a bag, strings, strap, etc. had been offered.  But I received only the guitar.",9 April 2020
1418,3.0,Great sound quality and light weight guitar.Did not receive the plectrum and the quality of the bag is quite poor. The paint on the guitar is ruined at a few places.,16 December 2018
1419,5.0,Supurb mind blowing performance,23 January 2019
1420,4.0,Good for beginners,15 June 2020
1421,4.0,for the beginners this guiter is value for money.,14 June 2020
1422,4.0,Decent nice product,9 December 2020
1423,5.0,Good for kids,10 July 2019
1424,4.0,Very good guitar at this priceReally nice,29 October 2020
1425,1.0,Quality is very poor/ this not value for money.,22 March 2019
1426,5.0,Best a person could have in such amazing price.,2 July 2021
1427,2.0,"Okish, cover zip already broken when received, but decided to keep it",7 November 2019
1428,1.0,Don't buyNot good for learnersBad sound quality,18 February 2021
1429,4.0,good one ...,27 July 2016
1430,5.0,Very good product....valur for money nd best for beginners,8 June 2020
1431,1.0,Worst product dont buy cheap price xheap product,22 February 2020
1432,5.0,Bahut hi acha guitar hai lekin stings ki quality achi nhi hai,21 December 2021
1433,4.0,👌,29 October 2019
1434,5.0,Velue for money,10 August 2020
1435,5.0,For music playing,26 September 2018
1436,4.0,Value for money,5 July 2020
1437,4.0,One of the best guitar for beginner u can ever use,4 October 2017
1438,4.0,Amazing product! Sound quality is good.  Make is beautiful. Genuinely satisfied with the product.,27 March 2021
1439,4.0,"Awsm product along with bag, extra string, chord to play.. Perfect for begginers.",22 September 2020
1440,1.0,Products is damaged pls return to the items,29 May 2017
1441,5.0,This the best guitar for the beginners,18 October 2020
1442,5.0,Best one for starters.The extra strings came in handy for me.The quality is also good.G o for it.dont think much,7 December 2016
1443,3.0,Guitar is good for the price but it is getting out of tune very fast.,11 February 2019
1444,1.0,Strings must be good in every guitar but in this company should improve,19 April 2021
1445,5.0,Took risk calling this product...but the risk is worth it ..the guitar is very good it's been two year since n still in it's original position,17 June 2019
1446,5.0,"Such an really amazing quality, go for it without any doubt.",6 June 2021
1447,4.0,Not a quality product.Just a working product to simply get awareness about guitar,22 June 2019
1448,1.0,"The media could not be loaded.
                



 Prodoct is damage",5 February 2022
1449,4.0,I m happy to have this product 😊 osm for beginners,26 July 2020
1450,5.0,Best for beginners. Only problem i faced is paint comes of very easily..,22 July 2021
1451,4.0,Very good product,25 December 2019
1452,3.0,"Good but, acceptable sound quality 🎸",5 December 2018
1453,4.0,Product was damaged little .  Replacement request placed,28 December 2020
1454,5.0,It is very good but it's wires are very weak.,15 April 2019
1455,4.0,Really this is the best product in this price,7 February 2019
1456,4.0,Good product... Beautiful😍💓,10 October 2019
1457,1.0,The gap between fret board and string is huge. Even the sound quality is not much great.,23 July 2021
1458,5.0,Bought it as a guitar for learning when I peaked interest. Loving it so far.,10 October 2017
1459,5.0,Can't believeThis is so niceGood Amazon!,12 October 2018
1460,5.0,Sound quality is good,31 May 2019
1461,3.0,"Received damaged bag,",2 December 2019
1462,1.0,I knew the quality of the item when it is been of this price. But the quality still worse than expected disappointment.,27 September 2020
1463,4.0,Must buy this product,24 December 2021
1464,4.0,"The Guitar is good for learning but,for adult it is small. The gap between strings is law so fingers doesn't feet with it. By the way for adult girls and kids about 15 years it is value for money. Good looking good sound and build quality.",4 December 2016
1465,5.0,For beginners,3 July 2021
1466,5.0,The product is toooo gud.....Iam really satisfied n very happy wid this product ....n it worth the price.....,9 November 2020
1467,1.0,Very less Sound...,23 July 2019
1468,5.0,Best to beginners,11 March 2022
1469,5.0,Best guitar for the beginners... Loved it 💘,16 September 2018
1470,1.0,"The media could not be loaded.
                



 damage damage damage",9 May 2021
1471,5.0,Gifted it to my gf. She loved it. 😍,7 June 2021
1472,5.0,This guitar is worth the price for beginners,2 August 2019
1473,5.0,Best in range,22 September 2017
1474,5.0,Excellent 👌👌👌🆗👍,20 August 2020
1475,1.0,The worst product that I ever had purchase😡,24 July 2021
1476,1.0,quality is not well & string detune problem.,31 May 2022
1477,5.0,Awesome...  Don't hesitate..  Go for it..  Value for money!! My first guitar n I made the perfect choice.,5 November 2016
1478,5.0,Just Go For it Completely Value For Money,6 November 2018
1479,5.0,great product,3 January 2017
1480,5.0,Perfect  for begineers equivalent to guitars in 4k range,23 May 2020
1481,3.0,It's good for the beginner....The product was great but they don't give all the product......,6 June 2021
1482,5.0,The product is really nice. Really like it.,30 November 2018
1483,4.0,Good product,19 November 2021
1484,4.0,At this price good one for beginner,22 January 2021
1485,1.0,Recieved a broken guitar. It's so pathetic.,9 April 2021
1486,5.0,Awesome product !,9 May 2018
1487,5.0,Best for beginners  .... i will definately recommend tto buy,27 August 2020
1488,5.0,Good,28 April 2021
1489,4.0,Good,9 January 2020
1490,4.0,Good,6 August 2019
1491,2.0,"String 1 is too week, breaks in 30 min only",8 January 2019
1492,5.0,For my Daughter....,6 September 2021
1493,5.0,sring are not pro but not soo bad too overall product is best in such price,26 April 2019
1494,5.0,Packaging is good!Good for beginners!Black color looks stuning!Overall - 4.5/5,15 December 2019
1495,1.0,Very bad quality,24 June 2021
1496,5.0,Really nice,20 March 2019
1497,3.0,Tone not up to the markGuitar strings are not perfectly aligned!But quality ok okAnd its nice in the range 2-2.5K,13 August 2020
1498,4.0,"Awsome pakaging, din't expect the parcel so big riding in the cycle, hehe, keep up the gud work.... 😁😀👍👍👍👍👍👍..",12 July 2017
1499,1.0,Product is damage.& 1string was already broken.,30 September 2018
1500,4.0,Good for beginners,9 August 2019
1501,3.0,"It's good for beginners , also affordable,",16 July 2021
1502,5.0,Best for beginners,24 January 2020
1503,4.0,Running was not done when in received the guitar. But it's a good purchase,29 April 2018
1504,4.0,Much satisfied than expected,29 October 2020
1505,5.0,Nice,29 June 2019
1506,1.0,It's a waste of money it's not a good recomend for beginners,13 October 2020
1507,3.0,Good,12 June 2017
1508,3.0,quite small,1 October 2019
1509,2.0,For starter only sound is not great just ok,5 October 2017
1510,1.0,Sound quality is not good. Used cheap woodPersonally not recommend to buy this,11 March 2021
1511,4.0,Good for beginners,30 June 2019
1512,2.0,But Yamaha guitar or other brands. Don't buy low cost guitars. Sound won't blaze your mind.,15 October 2016
1513,2.0,Sounds quality very poor not good for beginners because poor sound quality will tune your ears poor and not full sized guitar,31 May 2019
1514,5.0,Very nice product,6 September 2018
1515,5.0,Good for beginners.,11 September 2020
1516,1.0,cheap,29 December 2018
1517,5.0,Very nice for beginners anx kids,28 January 2018
1518,3.0,"Guitar is good but strings is not good, my guitar's both(extra ) string was broken so ! I havegiven you 3 star 🌟!",19 November 2019
1519,5.0,I love it,17 November 2019
1520,5.0,Excellent,6 February 2019
1521,3.0,I like this product because this is the best guitar under 2000rs.,22 December 2019
1522,5.0,the guitar is really cool and it is must buy under such price. Great sound and looks.,28 August 2020
1523,5.0,Good,7 November 2020
1524,5.0,Literally this guitar is awesome👌👌,26 September 2020
1525,4.0,value for money,18 September 2021
1526,5.0,It is very good,15 November 2020
1527,5.0,"Good for beginners,Easy to learn,good sound quality,was in good condition",22 May 2021
1528,4.0,For this price range it is worth buying.,8 December 2020
1529,4.0,I didn’t get the pick to play the guitar,27 May 2022
1530,5.0,It's literally good... I really liked it,3 May 2021
1531,4.0,It's good in money range,14 January 2020
1532,4.0,On this price it is the best you can get,3 December 2018
1533,5.0,Good sound quality and light wt to carry,17 December 2021
1534,4.0,Good product and genuine,6 October 2018
1535,5.0,Superb small in size Bt good sound,27 May 2018
1536,5.0,"Amazing guitar, best sound quality..",20 May 2020
1537,5.0,"Nice quality this time, great product!!",18 December 2018
1538,3.0,The product does not look strong and painting not great.,9 May 2018
1539,5.0,Very good product,5 June 2018
1540,3.0,Sounds are not up to the standard,18 May 2021
1541,3.0,So basically I'm a beginner in learning guitar. This guitar is absolutely the best choice if you're freshly starting to learn how to play it. I've got it all good.,3 November 2019
1542,5.0,Nice product i am happy,21 November 2019
1543,4.0,Gud packing and product,9 November 2019
1544,5.0,Good Product and useful. Its very nice as expected,26 October 2017
1545,5.0,Guitar I like it,25 March 2021
1546,2.0,,5 August 2021
1547,4.0,It a really nice guitar at Rs2150. It is good for beginners. Sound is also good. It would have been better if the guitar came tuned.,7 July 2020
1548,5.0,I don't like it,13 October 2021
1549,1.0,Cheap but not worth it.,28 May 2022
1550,5.0,It's amazing,26 May 2020
1551,5.0,It's great for biginners.,24 October 2018
1552,5.0,a w e s o m e,7 May 2019
1553,4.0,beginner guitar,9 May 2019
1554,5.0,I loved it,13 August 2019
1555,3.0,The strap was missing from the product,17 January 2019
1556,5.0,It's...fine for begginers and worth the price..!! Good sound quality..and average packaging..!!,27 July 2020
1557,3.0,These guiter is good for lil kid not for teenager..becoz size of these guiter very small and weight is also low....,9 November 2020
1558,4.0,😍I love it ❣...very nice 👌..,8 May 2022
1559,4.0,It's an ideal piece for the beginners.,23 February 2020
1560,1.0,Do not buy it  Go for something else .,4 December 2020
1561,4.0,Would definitely suggest for beginners,24 October 2020
1562,5.0,I like very much it is a great product,26 February 2020
1563,4.0,Sounds really good. Although you sometimes need to press the high notes really hard. But overall nice.,27 March 2019
1564,4.0,"Great product, no issues!",28 February 2019
1565,5.0,Sound quality is excellent .i loved it,23 November 2021
1566,1.0,Faulty product,11 May 2019
1567,1.0,"Only guitar and bag has been delivered while shoulder strip,  extra string and string pic are missing in consignment..  Pathetic",6 September 2017
1568,1.0,Out of Tune. No Truss Rod thus its a waste of money.,11 November 2017
1569,5.0,Worth buying .. best for beginners and looks awesome ...,16 July 2018
1570,3.0,Strings are of bad quality....Overall good,10 February 2018
1571,4.0,Perfect for beginners.. Sound quality is good.. And it looks very attractive.. 😍,8 September 2020
1572,3.0,The product received is little much damaged,24 March 2022
1573,4.0,This guitar is very nice but its nice,11 January 2019
1574,1.0,"Guitar I received was cracked one, plus I suggest this guitar to be purchased for childrens only.",30 August 2020
1575,5.0,Sound quality is very goodThank you Amazon,26 October 2019
1576,1.0,The worstest product ever !! Broken strings and frets were painted!! What the hell !!,28 January 2018
1577,1.0,Wo rat product,10 July 2019
1578,5.0,Lovely product .. thanks seller,16 December 2018
1579,1.0,"Very bad guitar, poor quality",20 January 2020
1580,4.0,Cover only one side strap is provided,18 July 2019
1581,5.0,This guitar is very nice for bignners,11 May 2021
1582,5.0,It's such a best Guitar for beginners,16 November 2019
1583,5.0,This guitar is awesome for beginners.,29 September 2020
1584,4.0,Really good product. Worth its price.,14 August 2020
1585,1.0,String came off,9 November 2019
1586,5.0,Lovey not too good but overall nice,25 December 2018
1587,5.0,Nice at this price,27 October 2018
1588,4.0,Nice packaging and good for beginners,31 May 2022
1589,5.0,Sound is good,4 October 2020
1590,4.0,It is Nice guitar. You can buy... Hurry up...,12 February 2018
1591,4.0,nice guitar..  for new learners.,23 January 2018
1592,4.0,Good guitar for beginners and small folks.,24 September 2017
1593,5.0,Not a good quality at all product.,26 December 2021
1594,4.0,Nice product for this price.,4 February 2020
1595,5.0,Best choice for beginners.sound good,14 March 2020
1596,2.0,low quality as per the rate,30 June 2020
1597,4.0,Good product received without damage,25 March 2022
1598,5.0,prompt delivery and worthy the product,18 November 2018
1599,5.0,Best product,11 October 2021
1600,5.0,Good product,10 January 2019
1601,5.0,Amazing for beginners,21 March 2019
1602,5.0,Awesome guitar go for it,11 January 2021
1603,3.0,The product is for kids as it is very small....the strings are nylon ones....so all the people more than 14-15 years old....I won't recommend this  guitar.....go for 41 inch one....,3 January 2017
1604,3.0,Plastic smell coming,15 November 2019
1605,1.0,Guitor is Damagged from the bottom and there is not the complete product package as described in order details.,18 November 2020
1606,4.0,better for beginners !,30 November 2017
1607,4.0,Good,7 March 2019
1608,1.0,Costly  cheap low quality product,28 October 2018
1609,5.0,Woth,26 October 2019
1610,5.0,Supb,8 December 2020
1611,4.0,U will get bored after 3 days of getting the product,30 March 2018
1612,4.0,Good for beginner,20 July 2019
1613,4.0,Very good product go for it,12 August 2018
1614,5.0,For beginners this guitar is perfect and the quality which you get in this price is great.,7 June 2020
1615,1.0,The strings are not tuning.,26 June 2021
1616,4.0,Best for beginners and im satisfied,31 May 2021
1617,3.0,More space between Frets and string,28 July 2019
1618,1.0,2 strings can't tune..Totally *****,19 June 2019
1619,5.0,Good,11 March 2021
1620,5.0,The media could not be loaded.,31 March 2022
1621,5.0,Nice sound,30 July 2019
1622,4.0,The best product👌🏻👌🏻Superb😍..........Best sound quality...,10 April 2021
1623,4.0,Like,13 November 2019
1624,5.0,"Product as shown  in pic,light weight n looks grt",17 October 2016
1625,5.0,"Fast delivery, Good Product, nice sound in this Price, Thank Amazon and  Seller",3 July 2020
1626,1.0,Worst product the strings are bad quality,13 July 2020
1627,3.0,Very hard to learn for biginners,16 September 2019
1628,4.0,I love this gitar it's so looks good this is my 1 guitar I like it soooo m and the product quality is soo m good cnat aaacepted also,24 October 2019
1629,4.0,For beginners this guitar is gud.,9 July 2020
1630,1.0,Good for beginners but quality has poor......it has been 3 days and E string has been broken....,23 August 2020
1631,5.0,Very nice product. I am satisfied. Very nicely packed and delivered before estimated delivery date.,5 April 2016
1632,1.0,Very very bad experience,14 October 2019
1633,4.0,Good for beginners,22 August 2020
1634,1.0,"String v low, breaks in setting itself",17 July 2021
1635,1.0,"The media could not be loaded.
                



 Damge reeeved this item",30 March 2021
1636,5.0,Good,31 October 2019
1637,1.0,I didn't like the quality of the product.It's too low!!!,28 February 2018
1638,4.0,Guitar is good but strings are worst as when I started to play strings are breaking. Strings are of worst quality,13 August 2020
1639,4.0,Product quality is not so goodPicks are of less quality and very thin,1 June 2021
1640,5.0,Very beautiful in red colour I love this product and thank you so much Amazon for every time fast delivery ..,2 October 2019
1641,4.0,Good,1 June 2021
1642,5.0,Working d very good and it is giving a gig can ke for 💰,9 November 2019
1643,5.0,Superb quality.Must buy . Sound very good and clear.Light in weight.Worth every rupee.,27 December 2016
1644,5.0,Sound okFor beginners very goodBut the problem is with the strings it blends the fingers,24 January 2021
1645,5.0,worth every penny. awesome quality at this price,27 December 2017
1646,4.0,Good for beginners and low cost also allover good product 🙂🙂🙂🙂🙂🙂,24 July 2020
1647,5.0,Amazing 😉 go for it,8 December 2017
1648,5.0,Loving it..... Really a good product for beginners.Worth the money... Effective packaging..... Thank you Amazon,13 September 2020
1649,4.0,This is really good for beginners,23 September 2020
1650,1.0,I replace it and it don't let see,15 September 2019
1651,5.0,Osm guitar.... I just love it....,10 June 2019
1652,1.0,Waste guitar poor quality,7 May 2020
1653,5.0,Nice guitar for beginners,14 September 2020
1654,1.0,Neck is damaged....I have already requested for return....but it's being 8 days and no has came to receive it,30 June 2020
1655,5.0,Very nice product,20 September 2020
1656,1.0,Very poor..i don't Like,21 April 2017
1657,1.0,"Bad quality guitar, bad workmanship, terrible sound.",9 August 2020
1658,1.0,"Had got it delivered and the String E is damaged... want a refund, please!",3 August 2021
1659,5.0,"Well packed.No damage.Best sound quality, also the color is amazing. I'd like to always shop in amazon",3 January 2021
1660,3.0,Not as much which I presumed earlier.,14 March 2019
1661,3.0,Good,19 May 2020
1662,5.0,Best budget guitar for beginners and amateurs,19 October 2019
1663,4.0,Go for it,17 August 2019
1664,2.0,Its a cheap guitar for beginners.Have to press the strings hard to play.,23 October 2017
1665,5.0,good,6 September 2019
1666,3.0,Nice  guitar for  beginners.... It's tunner is  plastic based and low  quality of  strings but  over all  nice  beginning guitar.,29 October 2019
1667,4.0,Good for a beginner as in build quality is also decent.,19 August 2021
1668,4.0,"Very good one for beginners, sound quality is OK,Packing was so good",22 September 2020
1669,1.0,Bag and strings are missing 😭😡,3 December 2020
1670,5.0,Very good for beginners.,25 December 2019
1671,4.0,Best guitar for beginner,6 November 2020
1672,5.0,I will be writing true for this guitar . This is very much impressive and had a good qualityit is best for begnirs like me.i suggest you to buy this one,20 June 2019
1673,5.0,Fantastics quality great sound thanx for Amazone.,9 December 2017
1674,2.0,Very bad quality,8 January 2020
1675,5.0,Product is amazing at this price,8 September 2019
1676,2.0,dont buy. poor quality,3 November 2019
1677,3.0,Nice... preferably,29 October 2019
1678,5.0,"Been using it for months now.....no issue found.....Good guitar sound quality at this low price, and highly preferable to the beginners....",12 November 2017
1679,5.0,Value for Money,4 July 2019
1680,1.0,"Worst guitar, strings are too fragile and neck is uprooted in just few days.",4 July 2017
1681,5.0,Worth for money.. Excellent guitar! I'm so excited.. It is very useful for beginners.. Sound quality is amazing,10 August 2020
1682,3.0,good product,19 June 2019
1683,3.0,Not that great,4 March 2019
1684,5.0,Sound quality excellent,3 August 2019
1685,5.0,It is 👍Amazing productNd to dought to purchase this productFinnaly ism satisfied😆😊,15 September 2020
1686,3.0,"The media could not be loaded.
                



 Broken back and broken string",21 January 2021
1687,4.0,just go for the product you'll definitely love it if u are a beginner,25 August 2021
1688,3.0,"Product is good, but i don't get two picks with it.Help me out yrrHow do i play it without the picks",20 November 2018
1689,3.0,Not as well ad expected,6 February 2022
1690,3.0,"There were no straps, no pics, no extra strings.",5 July 2019
1691,1.0,Please do not buy this guitar . This guitar waste your money,18 June 2021
1692,3.0,Very average quality,26 November 2016
1693,5.0,"Guitar is good,but i got used piece,it has scratches on it, quality is good",29 June 2020
1694,5.0,For 2000 rs this is more than worth the money.,30 August 2019
1695,4.0,"The media could not be loaded.
                



 I like it.really good but packaging is not very well but that good.",29 September 2020
1696,5.0,Awesome product.Super quality stringsPrice Worthy,29 September 2019
1697,4.0,Its good sound perfect packing. i have received with all items displayed.keep it up,16 June 2016
1698,1.0,Worst.Strings are very loose.,28 October 2018
1699,5.0,The guitar was safely delivered and the quality is bang on.. and for beginners its the best instrument...,9 July 2020
1700,5.0,Must buy product for beginning,8 March 2020
1701,1.0,Not good working please change,6 March 2020
1702,5.0,It's Very Helful For Beginners,25 July 2021
1703,5.0,Very good dSound,1 May 2021
1704,1.0,Its damaged.. Waited for so long to get this product damaged,11 August 2020
1705,4.0,The product is good for beginners.Quality of the product too good,11 October 2017
1706,1.0,its too smooth,18 April 2019
1707,5.0,VERY NICE GUITAR WITH GOOD SOUND QUALITY I RECOMMEND THIS GUITAR FOR OTHERS ALSO,11 November 2020
1708,4.0,Go for it. Good guitar in cheap price. Don't expect to much. Beginner best Guitar.,14 September 2017
1709,1.0,Sound the worst,12 August 2021
1710,4.0,"Amazing products, delivery time good and fast servicesThank you all Amazon members",3 October 2019
1711,1.0,Cheap sound on cheap guitar.....buts it's good beginners...,8 July 2020
1712,4.0,Sound quality is good... for beginners this would be a good one.,23 July 2020
1713,5.0,best product in such range,2 September 2018
1714,4.0,It can be better but unless I'm loving it till now.,7 November 2020
1715,5.0,Good quality,21 June 2019
1716,3.0,Nice quality and most importantly,14 March 2019
1717,4.0,It's a good buy for beginners,8 July 2019
1718,1.0,My product was sound not good,15 August 2019
1719,5.0,Colour and good for beginners,13 August 2019
1720,5.0,Good one 😊 satisfied,12 July 2019
1721,4.0,It's my 2nd guitar. It's good for those who want to learn play guitar,6 August 2020
1722,5.0,It was in good condition. Liked it.,28 February 2018
1723,1.0,Worst,6 April 2021
1724,5.0,"Nice Guitar. Money saver. Great sound, nice look, excellent for new learner's",16 August 2017
1725,4.0,Superb .... It's very amazing experience with the service of amazon and product .. thank you,8 October 2020
1726,1.0,Sound quality is low and u can't differentiate sounds,13 October 2017
1727,3.0,Not received 2 Picks as mentioned with product,20 November 2016
1728,4.0,"Good for beginners... No damage part, good packing.",3 August 2021
1729,5.0,Good for beginners ! Great build quality !,21 February 2019
1730,3.0,It's looking nice ...In begging its sound quality is nice .,20 November 2019
1731,1.0,Neck is broken ...And I am facing problem from amazon for returning.  Amazon plz help me!,9 September 2020
1732,5.0,Looks cool and sounds crazy.,21 August 2019
1733,5.0,beyond expectations.,12 February 2019
1734,5.0,best guitar for me i love it......,18 July 2020
1735,3.0,Nice,8 July 2019
1736,5.0,Loved it at d first sight. I received d product as it was mentioned.,11 February 2017
1737,4.0,Value for money.But not suitable for beginners as string distance is more between board so hurts fingers,8 October 2019
1738,5.0,very nice guitar,7 February 2020
1739,4.0,Good,7 July 2019
1740,4.0,Fine,27 July 2021
1741,4.0,Good,29 September 2019
1742,4.0,Nice,26 September 2019
1743,5.0,Nice,20 July 2021
1744,5.0,good,9 July 2019
1745,5.0,Like,23 July 2021
1746,4.0,Highly recommended for beginners,15 July 2020
1747,4.0,Very good for beginners.,7 August 2020
1748,5.0,Awesome I love it.... best for beginners..,13 September 2018
1749,5.0,Such a nice guitar,12 January 2019
1750,5.0,Nice sound quality,3 July 2020
1751,3.0,I want to replace it what shall I do,10 June 2018
1752,3.0,Osm quality and super sound,8 August 2018
1753,3.0,Little damaged.Good for beginners.Sound quality is good.Few places colour rubbed,5 June 2020
1754,5.0,"Better one to learn for beginners,",27 June 2021
1755,5.0,Guitar Sound quality is Good as well as good guitar,17 March 2020
1756,4.0,Excellent guitar and black color looks so attractive,12 August 2017
1757,4.0,Really good product for beginners. Best in Price!!!,18 December 2017
1758,5.0,Product is awesome ..must buy ..,8 July 2018
1759,4.0,Very good in this price range. Excellent for beginners...,20 August 2019
1760,1.0,"I didn't get striker and connecting wire, it is missing",10 November 2021
1761,4.0,A very nice products I like the guitar. Awesome.but the sound quality it little bit low. but it is perfect.,28 May 2020
1762,3.0,"Price wise it's good ,got it in very good packaging n without any damages, build n sound is good .",4 November 2019
1763,5.0,AwesomeThanks Juarez.,20 December 2019
1764,5.0,It’s great ❤️❤️❤️❤️,21 June 2021
1765,2.0,Not good with sound,13 June 2019
1766,4.0,Good Product.,17 April 2017
1767,5.0,Good for beginners..,23 June 2020
1768,2.0,Sound was not clear,1 March 2020
1769,4.0,Good Product for beginners,13 March 2020
1770,4.0,Nice,14 December 2021
1771,1.0,"This not for a biginners ,this for adult like Under 15old",23 October 2021
1772,5.0,Everything I got which is described .. Sound is good i mean this is my first guitar so i can't compare it but its good overall,6 February 2019
1773,3.0,Strings are not working properly,28 December 2021
1774,4.0,Value for money. Best option for beginners at this price range,15 July 2020
1775,1.0,Packing was worst the item damaged inside,17 September 2020
1776,2.0,Total 18 frates are there usually it's should be like 21 frates !!,14 August 2021
1777,5.0,This is the best one out there for beginners. The built quality and sound are both amazing.,24 July 2020
1778,4.0,OK good,24 May 2019
1779,1.0,Didn't last 2 months and the string broke,24 February 2018
1780,4.0,Nice product in this price,31 December 2018
1781,4.0,Nice product in this range,29 October 2019
1782,5.0,Good Product for beginners,23 October 2020
1783,4.0,The string get  loose soon,9 March 2021
1784,5.0,pretty good for this price,10 November 2021
1785,5.0,Best for beginners,11 October 2019
1786,5.0,Good for beginners,1 September 2019
1787,4.0,Good for beginners,20 January 2019
1788,5.0,Nice sound quality,10 March 2020
1789,5.0,Good for beginnersPhotogenic,31 May 2019
1790,4.0,Awsm product but strings quality is not good anothers things is great leight weight and more suficeint product,11 February 2020
1791,4.0,"Received damaged product. Put for replacement, delivery agent refuse to replace.",2 August 2020
1792,5.0,This guitar is good for beginners. The sound is sufficiently loud and the packaging quality was good.,9 September 2020
1793,4.0,Value for Money,6 November 2021
1794,5.0,The product is excellent. Perfect packing. Satisfied with the quality. I strongly recommend this product.,19 October 2017
1795,3.0,Strings doesn't give the exact notes.Good for beginners,10 January 2021
1796,4.0,Nice product good sound nice product,7 June 2020
1797,5.0,Awesome,12 March 2018
1798,5.0,String life is 2 weeks. Better buy another strings. Best for beginners.,9 August 2020
1799,4.0,Good gift for someone young who wants to start learning,30 June 2021
1800,5.0,Very Nice guitar with all the assesories in package...specially good for beginners.,20 October 2017
1801,4.0,Good for beigners but strings are not much stronger.. this can be much improved,12 June 2018
1802,5.0,Sound quality is not good,8 October 2020
1803,5.0,It is super for beginners,30 September 2020
1804,5.0,I really like this guitar,11 November 2021
1805,1.0,Damaged product received.,6 February 2019
1806,2.0,Build quality is not good,29 October 2019
1807,3.0,Gud quality for beginners,31 December 2019
1808,5.0,best for begineer,1 August 2019
1809,1.0,Very poor quality,5 June 2019
1810,2.0,Like a toy,9 November 2019
1811,5.0,Not bad !,3 January 2020
1812,4.0,Good Choice for beginners,10 October 2018
1813,3.0,Not use in my home,25 May 2019
1814,2.0,Sound quality - BadManufacturing- BadBest only to learn not to play,13 August 2020
1815,4.0,"Juârez Acoustic Guitar, 38 Inch Cutaway, 038C with Bag, Strings, Pick and Strap, Black",18 July 2017
